Soil Moisture,Humidity,Temperature,PH level,State
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,7,Dehydrated
41,56,17.8,7,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
42,57,17.8,6,Dehydrated
41,57,17.8,6,Dehydrated
44,57,17.8,6,Dehydrated
50,57,17.8,6,Dehydrated
45,57,17.8,6,Dehydrated
44,57,17.8,6,Dehydrated
44,57,17.8,6,Dehydrated
44,57,17.8,6,Dehydrated
44,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,7,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,7,Dehydrated
43,57,17.8,7,Dehydrated
43,57,17.8,7,Dehydrated
43,57,17.8,7,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
40,57,17.8,6,Dehydrated
41,57,17.8,7,Dehydrated
46,57,17.8,7,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
42,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
42,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
42,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
42,57,17.8,6,Dehydrated
43,57,17.8,6,Dehydrated
42,57,17.8,6,Dehydrated
42,58,17.8,6,Dehydrated
42,58,17.8,6,Dehydrated
41,59,17.8,6,Dehydrated
40,59,17.8,6,Dehydrated
40,61,17.8,6,Dehydrated
40,61,17.8,6,Dehydrated
40,63,17.9,6,Dehydrated
39,63,17.9,6,Dehydrated
39,64,17.9,6,Dehydrated
39,64,17.9,6,Dehydrated
39,65,18,6,Dehydrated
39,65,18,6,Dehydrated
39,66,18,6,Dehydrated
39,66,18,6,Dehydrated
39,66,18,9,Dehydrated
39,66,18,5,Dehydrated
39,66,18.1,5,Dehydrated
39,66,18.1,13,Dehydrated
39,66,18.1,5,Dehydrated
39,66,18.1,5,Dehydrated
39,66,18.1,4,Dehydrated
39,66,18.1,5,Dehydrated
39,65,18.2,5,Dehydrated
39,65,18.2,5,Dehydrated
39,65,18.2,4,Dehydrated
38,65,18.2,5,Dehydrated
42,64,18.2,4,Dehydrated
41,64,18.2,4,Dehydrated
44,64,18.2,4,Dehydrated
43,64,18.2,4,Dehydrated
43,63,18.2,4,Dehydrated
43,63,18.2,4,Dehydrated
43,63,18.2,5,Dehydrated
43,63,18.2,5,Dehydrated
43,62,18.2,5,Dehydrated
43,62,18.2,5,Dehydrated
43,61,18.2,5,Dehydrated
43,61,18.2,5,Dehydrated
43,61,18.2,5,Dehydrated
43,61,18.2,6,Dehydrated
43,60,18.2,6,Dehydrated
43,60,18.2,6,Dehydrated
43,60,18.2,6,Dehydrated
43,60,18.2,6,Dehydrated
43,60,18.2,6,Dehydrated
43,60,18.2,6,Dehydrated
43,59,18.2,6,Dehydrated
43,59,18.2,6,Dehydrated
43,59,18.2,6,Dehydrated
43,59,18.2,6,Dehydrated
43,59,18.1,6,Dehydrated
43,59,18.1,6,Dehydrated
43,59,18.2,6,Dehydrated
43,59,18.2,6,Dehydrated
43,58,18.1,7,Dehydrated
43,58,18.1,7,Dehydrated
43,58,18.2,7,Dehydrated
43,58,18.2,8,Dehydrated
43,58,18.2,9,Dehydrated
43,58,18.2,9,Dehydrated
43,58,18.1,6,Dehydrated
43,58,18.1,9,Dehydrated
38,58,18.1,5,Dehydrated
41,58,18.1,7,Dehydrated
42,58,18.1,7,Dehydrated
42,58,18.1,7,Dehydrated
42,58,18.2,7,Dehydrated
42,58,18.2,7,Dehydrated
42,59,18.1,7,Dehydrated
38,59,18.1,7,Dehydrated
38,60,18.2,6,Dehydrated
38,60,18.2,6,Dehydrated
39,60,18.1,6,Dehydrated
39,60,18.1,6,Dehydrated
40,60,18.1,7,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,60,18.1,6,Dehydrated
40,59,18,6,Dehydrated
40,59,18,6,Dehydrated
40,59,18,6,Dehydrated
40,59,18,6,Dehydrated
38,59,18,6,Dehydrated
41,59,18,6,Dehydrated
43,58,18,6,Dehydrated
42,58,18,6,Dehydrated
42,58,18,6,Dehydrated
41,58,18,6,Dehydrated
41,58,18,6,Dehydrated
41,58,18,6,Dehydrated
41,58,17.9,6,Dehydrated
41,58,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,18,6,Dehydrated
41,57,18,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,57,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
39,56,17.9,6,Dehydrated
39,56,17.9,8,Dehydrated
43,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
41,56,17.9,7,Dehydrated
40,56,17.9,7,Dehydrated
41,56,17.9,7,Dehydrated
40,56,17.9,7,Dehydrated
41,56,17.9,7,Dehydrated
41,56,17.9,7,Dehydrated
41,56,17.9,8,Dehydrated
44,56,17.9,8,Dehydrated
43,56,17.9,8,Dehydrated
41,56,17.9,8,Dehydrated
41,56,17.9,9,Dehydrated
41,56,17.9,9,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
40,56,17.9,5,Dehydrated
41,56,17.9,5,Dehydrated
40,56,17.9,5,Dehydrated
41,56,17.9,5,Dehydrated
41,56,17.9,5,Dehydrated
41,56,17.9,5,Dehydrated
41,56,17.9,5,Dehydrated
41,56,17.9,5,Dehydrated
41,56,17.9,5,Dehydrated
41,55,17.9,5,Dehydrated
40,55,17.9,5,Dehydrated
41,55,17.9,6,Dehydrated
41,55,17.9,6,Dehydrated
41,55,17.9,6,Dehydrated
41,55,17.9,6,Dehydrated
41,55,17.9,6,Dehydrated
41,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
38,58,17.9,6,Dehydrated
38,59,18,6,Dehydrated
41,59,18,6,Dehydrated
44,59,18,7,Dehydrated
38,59,18,7,Dehydrated
40,59,18,7,Dehydrated
40,59,18,7,Dehydrated
40,59,18,8,Dehydrated
39,59,18,8,Dehydrated
38,58,18,8,Dehydrated
39,58,18,8,Dehydrated
41,58,18,9,Dehydrated
40,58,18,6,Dehydrated
40,58,18,6,Dehydrated
40,58,18,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
39,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
39,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
39,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
38,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
38,54,17.9,6,Dehydrated
44,54,17.9,6,Dehydrated
42,54,17.9,6,Dehydrated
46,54,17.9,6,Dehydrated
47,54,17.9,6,Dehydrated
42,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
39,54,17.9,8,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,5,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
39,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
43,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,66,20.9,6,Dehydrated
40,65,20.8,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,53,17.9,6,Dehydrated
40,53,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,6,Dehydrated
40,54,17.9,5,Dehydrated
40,54,17.9,5,Dehydrated
40,54,17.9,4,Dehydrated
40,54,17.9,4,Dehydrated
40,54,17.9,4,Dehydrated
40,54,17.9,4,Dehydrated
40,54,17.9,4,Dehydrated
40,54,17.9,4,Dehydrated
40,54,17.9,4,Dehydrated
40,54,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,5,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,5,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,4,Dehydrated
40,55,17.9,5,Dehydrated
40,55,17.9,5,Dehydrated
40,55,17.9,5,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
38,55,17.9,6,Dehydrated
43,55,17.9,6,Dehydrated
48,55,17.9,6,Dehydrated
38,55,18,6,Dehydrated
46,55,18,6,Dehydrated
39,55,17.9,6,Dehydrated
43,55,17.9,6,Dehydrated
41,55,17.9,6,Dehydrated
39,55,17.9,6,Dehydrated
39,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
41,55,17.9,6,Dehydrated
39,55,17.9,6,Dehydrated
40,55,17.9,6,Dehydrated
39,55,17.9,6,Dehydrated
39,55,17.9,6,Dehydrated
39,55,17.9,6,Dehydrated
39,55,18,6,Dehydrated
39,55,18,6,Dehydrated
39,55,18,6,Dehydrated
40,55,18,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,17.9,6,Dehydrated
40,56,18,6,Dehydrated
39,56,18,6,Dehydrated
39,57,18,6,Dehydrated
39,57,18,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,56,18.1,6,Dehydrated
39,56,18.1,6,Dehydrated
39,56,18.1,6,Dehydrated
39,56,18.1,6,Dehydrated
39,56,18.2,6,Dehydrated
39,56,18.2,6,Dehydrated
39,56,18.2,6,Dehydrated
39,56,18.2,6,Dehydrated
39,56,18.1,6,Dehydrated
39,56,18.1,6,Dehydrated
39,56,18.2,6,Dehydrated
40,56,18.2,6,Dehydrated
40,56,18.1,6,Dehydrated
39,56,18.1,6,Dehydrated
39,56,18.2,6,Dehydrated
39,56,18.2,6,Dehydrated
40,55,18.2,6,Dehydrated
39,55,18.2,6,Dehydrated
39,55,18.2,6,Dehydrated
39,55,18.2,6,Dehydrated
39,55,18.2,6,Dehydrated
39,55,18.2,6,Dehydrated
39,55,18.1,6,Dehydrated
39,55,18.1,6,Dehydrated
39,55,18.1,6,Dehydrated
39,55,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
38,54,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
38,54,18.1,6,Dehydrated
40,54,18.1,6,Dehydrated
46,54,18.1,6,Dehydrated
41,54,18.1,6,Dehydrated
41,54,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
40,54,18.1,6,Dehydrated
43,54,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
39,54,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,53,18.1,6,Dehydrated
39,55,18.1,6,Dehydrated
39,55,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,57,18.1,6,Dehydrated
39,58,18.1,6,Dehydrated
39,58,18.1,6,Dehydrated
39,59,18.1,6,Dehydrated
39,59,18.1,6,Dehydrated
39,60,18.1,5,Dehydrated
39,60,18.1,5,Dehydrated
39,59,18.1,5,Dehydrated
39,59,18.1,4,Dehydrated
39,59,18.1,4,Dehydrated
39,59,18.1,4,Dehydrated
39,59,18,4,Dehydrated
39,59,18,4,Dehydrated
39,59,18,3,Dehydrated
39,59,18,3,Dehydrated
39,59,18,3,Dehydrated
39,59,18,4,Dehydrated
38,59,18,5,Dehydrated
43,59,18,5,Dehydrated
46,59,18,5,Dehydrated
40,59,18,5,Dehydrated
40,59,18,5,Dehydrated
40,59,18,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,58,17.9,6,Dehydrated
40,57,17.9,6,Dehydrated
38,57,17.9,6,Dehydrated
42,57,17.9,6,Dehydrated
44,57,17.9,6,Dehydrated
52,57,17.9,6,Dehydrated
47,57,17.9,6,Dehydrated
46,57,17.9,6,Dehydrated
46,57,17.9,6,Dehydrated
46,57,17.8,6,Dehydrated
46,57,17.8,6,Dehydrated
46,57,17.9,6,Dehydrated
46,57,17.9,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
46,56,17.8,6,Dehydrated
45,56,17.8,6,Dehydrated
42,56,17.9,6,Dehydrated
43,56,17.9,6,Dehydrated
46,56,17.8,6,Dehydrated
44,56,17.8,6,Dehydrated
43,56,17.8,6,Dehydrated
43,56,17.8,6,Dehydrated
44,56,17.9,6,Dehydrated
43,56,17.9,6,Dehydrated
44,56,17.8,6,Dehydrated
43,56,17.8,6,Dehydrated
44,56,17.9,6,Dehydrated
43,56,17.9,6,Dehydrated
44,56,17.8,6,Dehydrated
43,56,17.8,6,Dehydrated
44,56,17.9,6,Dehydrated
43,56,17.9,6,Dehydrated
44,56,17.8,6,Dehydrated
43,56,17.8,6,Dehydrated
44,56,17.9,6,Dehydrated
43,56,17.9,6,Dehydrated
44,56,17.9,6,Dehydrated
43,56,17.9,6,Dehydrated
41,56,17.9,6,Dehydrated
45,56,17.9,6,Dehydrated
42,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,7,Dehydrated
41,56,17.8,7,Dehydrated
41,56,17.8,7,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.8,6,Dehydrated
41,56,17.9,6,Dehydrated
38,56,17.9,6,Dehydrated
38,56,17.8,6,Dehydrated
38,56,17.8,6,Dehydrated
38,58,17.9,6,Dehydrated
38,58,17.9,6,Dehydrated
38,60,17.9,6,Dehydrated
38,60,17.9,6,Dehydrated
38,63,18,6,Dehydrated
38,63,18,6,Dehydrated
39,66,18,6,Dehydrated
38,66,18,6,Dehydrated
38,67,18.1,6,Dehydrated
38,67,18.1,7,Dehydrated
38,67,18.1,7,Dehydrated
38,67,18.1,7,Dehydrated
38,67,18.2,7,Dehydrated
38,67,18.2,7,Dehydrated
38,67,18.2,7,Dehydrated
38,67,18.2,7,Dehydrated
38,67,18.2,6,Dehydrated
38,67,18.2,6,Dehydrated
38,67,18.2,6,Dehydrated
38,67,18.2,6,Dehydrated
38,67,18.3,6,Dehydrated
